StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q146_1,Q146_2,Q146_3,Q146_4,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,DEON_1,DEON_2,DEON_3,DEON_4,DEON_5,DEON_6,Post_Int_1_10,Post_Int_2_1,Post_Int_3_1,Post_Int_4_1,Q114_1,Q114_2,Q114_3,Q114_4,Q116_10,Q117_1,Q118_1,Q119_1,Q121_1,Q121_2,Q121_3,Q121_4,High_Like_Free_R,High_Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Q163_10,Q164_1,Q165_1,Q166_1,Q169_1,Q169_2,Q169_3,Q169_4,Q171_10,Q172_1,Q173_1,Q174_1,Q176_1,Q176_2,Q176_3,Q176_4,Low_Like_Free_R,Low_Hard_Free_R,Pol_Low_1,Age_Low,Gender_Low,Race_Low,School_Low,SILS_1_1,SNS_1_1,SNS_2_1,SNS_3_1,SNS_4_1,SNS_5_1,SNS_6_1,SNS_7_1,SNS_8_1,NZ1_A_5,NZ1_A_6,NZ1_A_17,NZ1_A_24,NZ1_A_25,NZ1_B_5,NZ1_B_6,NZ1_B_17,NZ1_B_24,NZ1_B_25,NZ5_A_5,NZ5_A_6,NZ5_A_17,NZ5_A_24,NZ5_A_25,NZ5_B_5,NZ5_B_6,NZ5_B_17,NZ5_B_24,NZ5_B_25,RNS_1,RNS_2,RNS_3,RNS_4,RNS_5,RNS_6,RNS_7,RNS_8,id
2023-09-23 11:43:24,2023-09-23 11:57:26,0,161.130.190.18,100,841,1,2023-09-23 11:57:27,R_1hApKT1cWPO8ZyZ,,,,,38.9361,-92.3056,anonymous,EN,50,17,38,100,4,4,4,4,4,5,1,1,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,80,38,34,100,3,4,5,1,75,58,27,100,50,34,30,100,I enjoyed the brevity and simplicity of the excersize.,the question about green house gasses contained two statements: green house gasses are caused by humans and that these gasses affect our climate. I only agree with one of them but not the other so I was unable to properly answer that question in regards to how I feel.,7,18,1,1,1,4,2,3,3,3,4,4,4,3,0.043,0.181,0.305,0.404,0.51,0.576,0.617,0.825,0.908,0.976,0.055,0.344,1.111,1.414,2.534,2.625,3.287,3.879,4.104,4.872,,,,,,,,,88849
2023-09-23 21:57:49,2023-09-23 22:04:44,0,161.130.189.193,100,414,1,2023-09-23 22:04:45,R_2s5VCQ4b6ijOx0u,,,,,38.9361,-92.3056,anonymous,EN,100,100,7,100,5,5,5,4,5,5,1,1,1,1,3,3,100,100,3,100,2,2,3,1,100,100,2,100,100,100,31,100,I was surprised as to how much and how little things changed.,I had to think of what others would have thought and to be honest my reaction to the times didn't really change my answer.,5,18,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,5,6,2,1,1,4,0.134,0.062,0.234,0.624,0.49,0.576,0.721,0.793,0.87,0.939,1.592,0.718,2.155,2.549,1.901,1.528,1.254,2.521,0.915,0.831,,,,,,,,,89258
2023-09-24 09:46:31,2023-09-24 10:03:21,0,161.130.189.227,100,1010,1,2023-09-24 10:03:22,R_3KCnft5nRAon9zh,,,,,38.9361,-92.3056,anonymous,EN,86,20,1,100,4,4,5,4,5,5,2,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,75,60,30,95,4,1,2,1,60,43,40,99,70,20,1,100,I liked that I was able to use the slider to choose the percentage that I thought was right.,"My challenge was trying to estimate what I thought others would have chosen, because I was not sure what they might have chosen.",11,18,2,1,1,4,4,4,4,4,5,2,2,5,0.018,0.077,0.186,0.359,0.538,0.565,0.627,0.738,0.876,0.887,0.127,1.225,1.739,2.204,2.599,2.697,2.951,3.268,3.859,4.507,,,,,,,,,88813
2023-09-24 16:25:43,2023-09-24 16:35:47,0,161.130.189.200,100,604,1,2023-09-24 16:35:48,R_1JReQ0jVzejOsBF,,,,,38.9361,-92.3056,anonymous,EN,70,60,80,100,4,4,5,4,3,3,4,4,4,5,4,4,81,70,81,100,4,1,1,1,70,81,91,100,80,80,80,100,A lot of world agrees with my answers I put in. This could help create change in the world.,That some people don't agree that slavery is human trafficking.,,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,6,4,6,4,5,5,4,5,0.086,0.162,0.293,0.268,0.494,0.551,0.638,0.782,0.792,0.924,0.232,3.697,5,5,5,1.197,1.183,1.31,1.465,1.415,,,,,,,,,88240
2023-09-25 08:05:43,2023-09-25 08:21:53,0,161.130.189.231,100,969,1,2023-09-25 08:21:54,R_1obvmjISzhRjuz2,,,,,38.9361,-92.3056,anonymous,EN,63,53,13,100,4,4,5,3,5,4,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,81,52,9,100,1,3,4,1,100,89,15,100,92,81,8,100,"I liked thinking about these things and giving my opinions on them ",Maybe have a couple more questions,8,18,2,1,1,5,3,3,4,2,4,2,1,4,0.013,0.107,0.217,0.149,0.501,0.244,0.731,0.468,0.544,0.489,4.014,3.155,4.641,0.218,1.211,1.465,2.831,4.352,2.387,3.746,,,,,,,,,89046
2023-09-25 11:58:03,2023-09-25 12:07:06,0,161.130.189.228,100,542,1,2023-09-25 12:07:07,R_2WG1CPmKLbGhJ13,,,,,38.9361,-92.3056,anonymous,EN,79,4,46,100,4,4,5,2,5,5,1,5,3,5,5,5,47,49,51,100,3,3,1,1,47,68,84,80,65,64,85,100,that it repeated the same questions,"paying attention to long paragrahs being repeated ",10,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,2,5,5,3,4,6,0.065,0.161,0.245,0.231,0.499,0.621,0.739,0.785,0.78,0.92,0.246,0.88,5,4.592,4.986,1.085,1.099,1.859,2.162,2.739,,,,,,,,,88339
2023-09-25 12:28:27,2023-09-25 12:35:37,0,161.130.189.212,100,430,1,2023-09-25 12:35:38,R_1JRCkphjf06o7rF,,,,,38.9361,-92.3056,anonymous,EN,100,70,0,100,5,5,5,5,5,5,1,2,2,3,3,2,39,20,40,99,4,5,5,2,97,95,18,100,100,90,0,100,"I liked being able to see the results of the 2018 opinions ","I did not think there were any challenges ",6,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,6,3,2,6,6,5,0.014,0.139,0.225,0.397,0.517,0.607,0.72,0.842,0.783,0.989,0.028,0.134,0.852,1.718,3.085,3.261,3.641,3.317,4.451,4.796,,,,,,,,,88482
2023-09-25 13:07:46,2023-09-25 13:15:35,0,161.130.189.226,100,469,1,2023-09-25 13:15:36,R_RkuJk4GjsH9NUD7,,,,,38.9361,-92.3056,anonymous,EN,49,46,84,100,3,4,4,3,4,5,4,2,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,54,52,87,100,2,2,5,1,50,61,86,100,53,55,74,100,"It was interesting to see other people's point of views on those topics. I was surprised on some of the results. ","It was a challenge to estimate how people felt on some topics because of how diverse the topics are. ",28,18,1,1,1,4,3,5,5,5,3,2,4,4,0.036,0.108,0.253,0.235,0.557,0.568,0.669,0.773,0.806,0.944,0.239,0.539,3.965,4.68,4.926,3.518,4.317,4.465,4.394,4.926,,,,,,,,,88739
2023-09-25 13:16:09,2023-09-25 13:33:49,0,161.130.189.225,100,1059,1,2023-09-25 13:33:49,R_2vcetYThptsiggu,,,,,38.9361,-92.3056,anonymous,EN,70,100,40,100,5,5,5,5,4,5,1,3,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,40,45,70,100,4,1,4,2,50,55,25,99,70,100,25,100,"The questions were easy to understand and simple to complete. ","I didn't have any issues with the exercise. ",9,18,2,1,1,4,4,5,5,3,2,3,2,6,0.022,0.077,0.24,0.395,0.531,0.623,0.683,0.823,0.777,0.928,0.04,0.406,1.096,1.019,2.174,2.631,3.188,3.357,3.934,4.174,,,,,,,,,89234
2023-09-25 14:27:14,2023-09-25 14:42:47,0,161.130.189.216,100,932,1,2023-09-25 14:42:48,R_2EisELZnAHtsqE3,,,,,38.9361,-92.3056,anonymous,EN,100,60,20,100,3,4,5,3,4,4,2,2,4,3,3,3,75,59,45,98,2,4,5,1,82,85,75,99,100,65,25,100,"I liked being able to see the true percentage of people in 2018 who agreed with the statements after I had guessed. ","It was a little difficult trying to think of how I think the general population would answer, as most of the people in my life would answer differently for some questions. ",6,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,6,5,4,4,2,5,0.027,0.135,0.259,0.383,0.494,0.615,0.677,0.824,0.879,0.952,0.028,0.38,1.43,0.859,2.542,2.613,2.958,3.472,4.155,4.472,,,,,,,,,88864
2023-09-25 15:09:09,2023-09-25 16:01:07,0,161.130.189.240,100,3117,1,2023-09-25 16:01:08,R_ugDKXAC9jHVh3Y5,,,,,38.9361,-92.3056,anonymous,EN,100,58,50,100,4,4,4,4,4,3,2,3,3,3,3,3,61,39,40,71,2,4,4,1,90,79,81,100,100,48,48,100,"I liked that after I guessed what percentage of Americans believed in those prompts, I got to see what the actual results were and how far off my predictions were. ","It was hard for me to determine sometimes how to make decisions about ethics, so in that case I left it is unsure. ",5,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,5,5,4,2,5,0.048,0.117,0.285,0.42,0.524,0.577,0.676,0.803,0.841,0.921,0.063,0.88,1.845,2.218,3.148,3.528,3.31,3.725,3.563,3.634,,,,,,,,,88434
2023-09-25 16:33:50,2023-09-25 16:44:03,0,146.75.164.132,100,613,1,2023-09-25 16:44:04,R_3PYzrjSxTm7G7J5,,,,,38.9487,-92.3371,anonymous,EN,100,100,50,100,4,3,2,2,4,3,2,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,100,100,50,100,4,1,4,1,60,31,98,100,100,98,50,100,"it showed the real stats of the percentage of people in the us that agree with the statement prodvided and asked if you were surprised to see how many people really know there countries difference in viewpoints ",Just guessing the amount of arrogance of people of our country going against facts believe different ideologies even if they are against normal human ethics,5,19,2,1,1,1,2,5,6,6,6,1,1,4,0.08,0.132,0.296,0.4,0.508,0.544,0.679,0.707,0.834,0.918,0.113,2.796,0.915,1.127,2.134,3.852,3.394,1.732,4.655,4.113,,,,,,,,,89359
2023-09-25 21:20:04,2023-09-25 21:28:01,0,161.130.189.235,100,476,1,2023-09-25 21:28:02,R_2CljyLFzsPAyhKN,,,,,38.9361,-92.3056,anonymous,EN,87,81,50,100,4,4,5,4,5,5,1,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,51,39,65,81,4,3,3,2,71,63,26,98,82,67,25,91,"I think the questions were very relevant to my life and things that I have an opinion on. ","It was a very broad sliding scale - I almost feel like I had too many options. ",5,18,2,1,1,4,3,4,4,4,4,3,2,4,0.015,0.1,0.203,0.365,0.501,0.593,0.644,0.761,0.818,0.951,0.042,0.458,0.88,0.965,2.408,1.035,2.725,3.394,4.077,4.528,,,,,,,,,89280
2023-09-26 08:39:54,2023-09-26 08:52:12,0,161.130.189.213,100,738,1,2023-09-26 08:52:13,R_2uU2y6osMPVCxrJ,,,,,38.9361,-92.3056,anonymous,EN,100,41,21,100,4,4,5,3,2,5,2,2,1,2,3,2,87,41,50,100,3,4,4,1,90,50,30,100,100,50,19,100,I liked that it made me think about what other people around think about ethical issues and that it surprised me with the information about what others think. It was also easy to understand the instructions.,I did not have any challenges with the exercise.,5,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,2,2,4,0.05,0.16,0.284,0.387,0.518,0.581,0.662,0.745,0.833,0.938,0.11,0.469,1.237,1.554,2.765,2.871,3.202,3.899,4.181,4.533,,,,,,,,,88936
2023-09-26 09:41:43,2023-09-26 10:08:27,0,76.3.75.245,100,1604,1,2023-09-26 10:08:28,R_1OoZusac52srksX,,,,,38.9933,-92.3078,anonymous,EN,100,100,0,100,4,4,5,2,5,5,3,4,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,60,75,40,99,4,3,4,1,49,60,25,99,100,100,0,100,I liked that I got to compare what I thought to what others believe to asses my own knowledge of how the US population thinks.,I had a bit of trouble comprehending a few of the questions about how I think about social issues.,4,18,2,1,1,4,3,4,4,6,5,5,2,4,0.035,0.127,0.259,0.352,0.492,0.579,0.646,0.789,0.811,0.934,0.021,0.697,1.317,1.683,2.43,2.824,2.894,3.176,4.43,4.676,,,,,,,,,89764
2023-09-26 09:58:29,2023-09-26 10:12:09,0,161.130.189.254,100,820,1,2023-09-26 10:12:10,R_32SdVkVMgukkD2i,,,,,38.9361,-92.3056,anonymous,EN,100,51,52,100,5,5,4,5,5,5,1,3,3,2,3,5,98,50,31,100,5,1,5,2,100,51,64,100,100,50,63,100,I liked how after seeing everyone else’s responses the survey asked the same questions again to see if participants would change their response.,I felt as though it was hard to answer one or two of the questions because they made you really think.,8,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,6,6,6,1,1,5,0.013,0.052,0.225,0.392,0.528,0.554,0.665,0.737,0.837,0.962,0.014,0.085,0.148,0.655,1.007,2.845,2.838,2.88,2.93,2.937,,,,,,,,,88893
2023-09-26 13:39:12,2023-09-26 13:53:28,0,161.130.189.194,100,856,1,2023-09-26 13:53:29,R_2EzTsinZxZ8SEB0,,,,,38.9361,-92.3056,anonymous,EN,81,74,0,100,4,5,4,5,3,4,1,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,58,71,46,100,2,3,1,1,60,60,31,100,80,71,0,100,It was interesting to see the results to see how the general population thought of these issues.,Recalling what the social environment looked like in 2018 and general public's beliefs.,7,18,1,1,1,2,5,3,4,4,5,4,1,5,0.022,0.16,0.266,0.373,0.514,0.519,0.628,0.728,0.786,0.894,0.048,0.259,0.956,1.132,3.104,2.837,2.935,3.104,4.21,4.386,,,,,,,,,88327
2023-09-26 17:29:05,2023-09-26 17:41:57,0,161.130.189.221,100,771,1,2023-09-26 17:41:58,R_ZDf4DF7SZ2IYxBD,,,,,38.9361,-92.3056,anonymous,EN,80,100,50,100,3,4,2,4,5,4,2,3,2,1,1,3,60,81,50,100,1,1,2,1,80,91,67,100,87,100,83,100,I like how I had to think about different world problems from different perspectives,Thinking back to 2018 because I wasn't very politically educated at that time,11,18,2,"1,5",1,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,3,6,5,2,5,0.081,0.145,0.228,0.27,0.511,0.621,0.681,0.709,0.815,0.936,0.244,0.624,3.336,3.343,4.16,1.808,1.378,0.998,3.73,2.962,,,,,,,,,88319
2023-09-26 17:30:32,2023-09-26 17:44:09,0,161.130.190.31,100,817,1,2023-09-26 17:44:11,R_3nBGufIklUM2F1O,,,,,38.9361,-92.3056,anonymous,EN,85,90,0,100,3,3,4,4,4,4,1,3,3,3,3,3,70,80,40,70,1,2,5,1,87,87,74,100,93,92,2,100,"I liked the estimating what people put for the survey and comparing it to what I think ",Guessing what the population's views on certain topics,6,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,5,3,2,5,4,0.032,0.123,0.211,0.33,0.475,0.57,0.621,0.693,0.787,0.839,0,0.296,0.979,1.218,1.887,2.732,2.894,3.063,3.352,3.859,,,,,,,,,88931
2023-09-26 18:58:57,2023-09-26 19:09:57,0,161.130.189.196,100,659,1,2023-09-26 19:09:58,R_1kZZ9w82uaOPCdN,,,,,38.9361,-92.3056,anonymous,EN,100,60,40,100,4,4,5,4,5,5,1,2,3,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,65,24,80,100,2,3,3,1,90,30,30,100,100,65,35,100,How open and direct all of the information was. How clear and easy it is to read,Wish all line marks were labeled and worked the same,6,18,2,1,1,3,6,6,5,6,6,3,2,3,0.009,0.125,0.242,0.384,0.507,0.595,0.681,0.777,0.874,0.976,0.117,0.702,1.413,1.617,2.716,3.089,2.927,3.448,3.977,4.716,,,,,,,,,89524
2023-09-26 20:51:21,2023-09-26 21:06:58,0,161.130.189.213,100,936,1,2023-09-26 21:06:59,R_3smk6zJsWd3XDfE,,,,,38.9361,-92.3056,anonymous,EN,100,50,0,100,3,4,4,4,4,5,1,3,3,3,3,4,80,50,40,85,3,4,4,1,90,90,75,95,100,49,0,100,"The topics being discussed. ",None,8,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,2,5,6,1,6,0.151,0.128,0.234,0.365,0.508,0.565,0.689,0.817,0.82,0.887,0.387,1.465,1.289,3.352,3.824,4.021,4.423,4.085,4.528,3.873,,,,,,,,,88779
2023-09-18 08:12:34,2023-09-19 21:21:19,0,161.130.189.201,57,133724,0,2023-09-26 21:21:22,R_10A7LsGlY5M6Yie,,,,,,,anonymous,EN,65,85,45,100,4,3,4,4,4,3,3,5,3,3,4,4,60,85,20,100,1,1,1,1,75,92,20,100,65,85,20,100,IT was interesting to learn the statistics of other Americans opinions.,I didn't have any issues,4,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88747
2023-09-26 21:19:25,2023-09-26 21:42:06,0,161.130.189.235,100,1361,1,2023-09-26 21:42:07,R_SI4DH07mgnzqLhD,,,,,38.9361,-92.3056,anonymous,EN,50,80,50,100,3,4,3,3,3,5,4,4,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,40,90,50,96,2,3,3,1,65,95,35,100,50,95,50,100,i liked how i got to see what people's opinions were 5 years ago,trying to figure out what people thought what was most important in 2018,8,18,2,1,1,3,3,3,3,2,1,3,4,3,0.014,0.015,0.117,0.301,0.493,0.908,0.918,0.92,0.923,0.927,0.768,1.07,0.789,1.634,0.549,0.415,1.127,1.88,0.232,1.366,,,,,,,,,88982
2023-09-27 07:59:10,2023-09-27 08:08:58,0,161.130.189.236,100,587,1,2023-09-27 08:08:59,R_1dhNgM70hIPco2G,,,,,38.9361,-92.3056,anonymous,EN,70,62,53,100,4,4,4,4,4,4,2,2,2,4,2,4,61,39,61,72,1,1,4,1,64,71,72,100,73,64,52,100,It was short,none,11,18,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,3,6,4,2,2,4,0.042,0.203,0.292,0.41,0.552,0.618,0.659,0.717,0.787,0.935,0.106,0.401,1.162,1.81,2.387,3.169,3.528,3.901,4.134,4.423,,,,,,,,,88714
2023-09-27 08:14:13,2023-09-27 08:22:59,0,161.130.189.239,100,526,1,2023-09-27 08:23:00,R_2zqJkMv0XDPfwj5,,,,,38.9361,-92.3056,anonymous,EN,85,47,70,100,4,4,5,5,5,5,1,2,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,61,100,30,30,5,3,4,1,100,73,30,100,100,49,81,100,How straight forward the activity was,N/A,10,18,2,1,1,5,4,5,6,6,3,6,1,6,0.017,0.103,0.248,0.404,0.545,0.628,0.634,0.759,0.765,0.906,0.056,3.169,5,5,5,3.542,4.211,4.225,5,5,,,,,,,,,88665
2023-09-27 09:21:46,2023-09-27 09:36:33,0,161.130.189.207,100,886,1,2023-09-27 09:36:38,R_3qlDZA1vffH2Cv0,,,,,38.9361,-92.3056,anonymous,EN,70,75,15,100,3,4,4,3,4,5,2,2,3,3,1,3,60,55,45,95,2,3,5,1,80,85,75,99,70,90,25,100,I liked how I was able to compare what I thought to the actual percentages from the 2018 survey.,I had no challenges with the exercise I just completed.,8,18,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,5,5,4,5,2,5,0.03,0.156,0.287,0.399,0.507,0.527,0.631,0.717,0.823,0.855,0.007,0.585,1.162,1.683,2.866,2.754,3.183,3.423,4.254,4.62,,,,,,,,,88436
2023-09-27 09:52:13,2023-09-27 10:03:27,0,128.206.160.14,100,673,1,2023-09-27 10:03:28,R_28YAUytSA3MvDeV,,,,,38.9336,-92.363,anonymous,EN,60,85,60,100,4,4,4,3,5,5,2,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,51,100,20,100,1,1,3,1,69,100,51,100,60,100,30,100,"I like how the exercise ask about real word problems  and showed how other people think on those topics. ","I had no challenges. ",8,19,2,"1,2",1,4,4,4,4,5,3,1,6,3,0.044,0.787,0.403,0.054,0.503,0.041,0.528,0.054,0.276,0.068,0.521,4.232,0.359,0.289,0.697,0.218,0.162,0.493,0.366,0.507,,,,,,,,,88793
2023-09-27 12:09:11,2023-09-27 12:18:00,0,161.130.190.17,100,528,1,2023-09-27 12:18:01,R_1LLnNTkXKWLC8MJ,,,,,38.9361,-92.3056,anonymous,EN,94,50,0,100,3,3,3,3,5,5,2,2,3,3,4,4,60,100,70,33,3,1,1,4,100,59,14,100,100,50,3,100,"I liked that we could see others opinions. ",I did not like the fact that the dearth penalty one ranked so high.,8,19,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,5,3,1,6,3,0.044,0.129,0.284,0.266,0.555,0.625,0.755,0.707,0.873,0.897,0.111,1.162,1.956,1.67,2.186,2.565,3.247,4.446,4.373,4.64,,,,,,,,,88343
2023-09-27 12:06:25,2023-09-27 12:20:08,0,161.130.189.207,100,823,1,2023-09-27 12:20:09,R_r7KTC5aRDKYSQxz,,,,,38.9361,-92.3056,anonymous,EN,78,69,50,100,4,4,4,4,4,4,2,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,50,58,41,81,4,1,1,1,33,51,42,99,75,75,50,100,showing the correct answers,"None
",6,19,2,1,1,2,2,2,2,3,4,2,3,3,0.035,0.114,0.237,0.417,0.525,0.661,0.811,0.766,0.885,0.928,0.113,0.338,0.88,0.986,2.775,3.021,3.232,3.944,4.62,4.852,,,,,,,,,89076
2023-09-27 13:27:33,2023-09-27 13:38:49,0,161.130.189.202,100,676,1,2023-09-27 13:38:49,R_3m4YbzjyPbGwW5l,,,,,38.9361,-92.3056,anonymous,EN,49,19,100,100,2,3,4,4,3,4,1,3,3,3,2,4,29,60,80,99,2,3,1,1,84,77,70,100,49,28,99,100,"it made me think about my opinions ",none,11,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,2,5,3,1,4,0.008,0.042,0.19,0.361,0.508,0.6,0.832,0.854,0.883,0.908,0.014,0.049,0.317,1.606,1.366,1.092,0.937,1.451,1.873,1.296,,,,,,,,,89224
2023-09-27 18:15:03,2023-09-27 18:30:45,0,65.123.143.233,100,941,1,2023-09-27 18:30:46,R_29vnouIkyweoRJr,,,,,38.9361,-92.3056,anonymous,EN,100,26,29,100,4,4,2,4,4,4,4,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,60,23,11,100,3,2,3,1,71,63,20,100,81,47,25,100,I liked how the questions were problems that we see today. I also like how the research showed what Americans thought 5 years ago to today.,Didn't have any.,9,20,2,1,2,4,3,4,3,3,4,3,3,3,0.045,0.354,0.255,0.448,0.539,0.756,0.885,0.959,0.828,0.944,2.641,2.782,5,5,5,5,4.423,5,5,4.958,,,,,,,,,88988
2023-09-27 18:54:06,2023-09-27 19:00:51,0,161.130.189.207,100,405,1,2023-09-27 19:00:52,R_2VKe3ZpaodqZapD,,,,,38.9361,-92.3056,anonymous,EN,35,47,46,85,3,4,4,3,3,4,3,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,38,70,3,85,2,1,4,3,29,63,3,57,39,48,2,65,it gave me a better idea how the world thinks,"i was surprised by how high the death penalty was ",9,18,2,1,1,4,4,5,6,6,2,5,6,4,0.104,0.02,0.597,0.335,0.679,0.534,0.917,0.718,0.91,0.962,0.239,0.901,4.768,5,4.542,5,4.782,4.493,5,4.852,,,,,,,,,88782
2023-09-27 19:36:11,2023-09-27 19:45:53,0,161.130.189.218,100,581,1,2023-09-27 19:45:54,R_3G3qBWS4kpGrcAD,,,,,38.9361,-92.3056,anonymous,EN,100,80,27,100,4,4,5,3,4,5,3,2,4,2,3,4,70,70,40,40,1,1,5,5,86,94,51,83,100,97,20,93,I liked that I also got to see what people in the U.S chose.,"While answering the questions, sometimes I thought about what other people would pick so I kind of chose based on that. ",5,18,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,5,5,2,1,6,2,0.031,0.111,0.223,0.425,0.514,0.115,0.363,0.666,0.776,0.954,0.028,0.204,0.951,1.486,2,3.042,2.415,3.465,4.437,3.345,,,,,,,,,89077
2023-09-27 19:42:55,2023-09-27 20:01:22,0,161.130.189.201,100,1106,1,2023-09-27 20:01:23,R_2EG0BEDcLQrkoZE,,,,,38.9361,-92.3056,anonymous,EN,69,96,20,98,2,2,4,3,4,5,2,3,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,70,85,19,97,3,4,1,1,68,64,40,86,75,89,17,100,I liked to see what actual percent of people thought what I thought about the given situations. It was interesting to see whether our answers differed or not.,"The thing that challenged me most was understanding how different thing were five years ago compared to now. A lot has changed since then. ",10,18,2,1,1,2,5,4,6,4,5,5,5,5,0.008,0.046,0.139,0.358,0.494,0.541,0.642,0.744,0.901,0.982,0.021,0.486,1.197,1.563,2,2.669,2.648,2.775,3.592,3.789,,,,,,,,,88910
2023-09-27 21:28:15,2023-09-27 21:47:48,0,161.130.189.227,100,1172,1,2023-09-27 21:47:48,R_1P1NyvmO0u3rlQ2,,,,,38.9361,-92.3056,anonymous,EN,86,87,42,100,4,3,5,5,4,5,1,2,1,1,4,3,61,30,81,91,5,5,1,1,96,80,71,100,100,85,25,100,I liked that I was able to see how the US's population's opinions were only a few years ago.,I would like to know what the statistics show for public opinion on these issues now. I also thought it was strange that I voted again after seeing the data of others.,5,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,6,6,5,5,1,5,0.049,0.133,0.209,0.371,0.514,0.54,0.638,0.774,0.832,0.926,0.047,0.61,1.11,1.096,3.04,2.667,3.089,3.561,4.16,4.66,,,,,,,,,89289
2023-09-26 12:06:32,2023-09-28 08:53:37,0,161.130.189.228,100,161224,1,2023-09-28 08:53:38,R_1H7eCM3IPpUcSTf,,,,,38.9361,-92.3056,anonymous,EN,100,60,69,100,4,3,4,5,4,5,2,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,74,57,56,91,5,1,2,3,90,51,45,100,100,46,56,100,"I liked guessing the percentage of Americans who response to the 2018 data collection. ","Not letting my bias answer for my guesses on percentage of all Americans. ",5,18,2,1,1,2,4,2,3,2,4,3,1,5,0.013,0.077,0.252,0.123,0.493,0.501,0.787,0.642,0.832,0.949,0.077,0.359,0.662,0.613,0.197,0.93,0.585,0.732,1.993,0.676,,,,,,,,,88748
2023-09-28 09:09:32,2023-09-28 09:26:31,0,128.206.216.248,100,1019,1,2023-09-28 09:26:32,R_30iMiwMqhz04iKw,,,,,38.9336,-92.363,anonymous,EN,81,70,10,100,3,3,4,4,3,3,2,1,3,3,4,4,95,89,15,100,4,1,5,2,81,75,0,100,80,71,0,100,seeing how other people views are different then mine,"attention spam ",8,19,1,"5,6",1,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,4,5,2,2,1,5,0.014,0.115,0.228,0.345,0.492,0.531,0.652,0.783,0.825,0.931,0.028,3.07,5,5,5,5,5,5,5,5,,,,,,,,,89012
2023-09-28 10:18:51,2023-09-28 10:27:58,0,47.233.22.218,100,547,1,2023-09-28 10:27:59,R_3029tNS9Jd6bqce,,,,,38.9933,-92.3078,anonymous,EN,1,1,53,1,4,4,4,3,4,5,5,3,2,3,4,4,31,61,24,1,4,4,4,4,100,93,10,100,100,82,37,100,The stats.,none,5,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,2,3,3,3,0.134,0.258,0.038,0.658,0.451,0,0.204,0.886,0.506,0.859,0.718,3.056,4.739,3.768,4.458,2.704,3.754,4.859,4.655,2.134,,,,,,,,,89168
