"","in_uhc_familiar","in_uhc_change","in_cap_familiar","in_cap_change","in_ai_familiar","in_ai_change","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","time","uhc_support","cap_support","ai_support","uhc_mconv","cap_mconv","ai_mconv"
"86",10,-3,31,-34,31,32,"the questions were very well thought out and I liked how many options to answer it gave me.","looking at what the US public beleives",8,19,"Female","Caucasian/White","Freshman","91200","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,3.5,"pre",-12,-30,-30,-2.42857142857143,24.2857142857143,30.5714285714286
"87",34,-50,32,-50,50,-50,"Nothing","Nothing",6,21,"Female","Caucasian/White","Senior","91110","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.83333333333333,"pre",-50,-50,-50,15.7142857142857,23.5714285714286,34.4285714285714
"88",-35,0,25,20,1,-31,"being able to express what i am feeling related to the topic","i didn't want to be out of place 
",4,18,"Female","Caucasian/White","Freshman","92119","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,3.33333333333333,"pre",30,10,-26,2.57142857142857,25,27.4285714285714
"89",-34,0,19,9,31,15,"Seeing what people thought in about these issues in 2018.","Trying to guess other people's views on the issues.",4,19,"Female","Caucasian/White","Sophmore","91482","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.66666666666667,"pre",43,0,-43,32.2857142857143,16.5714285714286,19.7142857142857
"90",32,10,23,-37,26,12,"I liked the option to drag the dot based on if we agree or don't.","none",8,18,"Female","Caucasian/White","Freshman","91382","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.33333333333333,"pre",-20,-37,-23,5.42857142857143,24.4285714285714,14.1428571428571
"91",27,16,38,-22,11,13,"Reading essays from different perspectives","none",2,18,"Female","Caucasian/White","Freshman","92194","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3,"pre",17,-50,-50,23.2857142857143,29.1428571428571,22.1428571428571
"92",-42,32,-19,30,37,32,"Relevance: The topics addressed are significant and timely, fostering meaningful discussions.","Complexity of Issues: Some topics, like capital punishment and healthcare, involve nuanced arguments that aren't easily summarized.",2,18,"Female","Caucasian/White","Freshman","91743","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.66666666666667,"pre",31,39,0,20.7142857142857,0.714285714285714,9.85714285714286
"93",50,31,-21,31,26,29,"It made me think about a lot of different moral issues and where I stand on them. ","There were a lot of repeating questions. ",2,19,"Female","Caucasian/White","Sophmore","91751","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",5,2,"pre",50,-20,-50,35.7142857142857,4.57142857142857,27.4285714285714
"94",-26,33,40,-33,43,17,"I like that it gave me insight into my assumptions about the population and 2018 as well as important issues that I believed swayed more with my view.","Taking into consideration the essays, I feel somewhat affected my ideas about certain issues.",4,18,"Male","Caucasian/White","Freshman","92176","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,3.33333333333333,"pre",30,-50,-30,26.1428571428571,42.1428571428571,32.8571428571429
"95",5,45,40,-20,34,-11,"I liked the way the questions were formatted.","The survey felt very repetitive. ",5,18,"Female","Caucasian/White","Freshman","92306","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",5,2,"pre",30,43,-31,25.8571428571429,34.5714285714286,30.2857142857143
"96",25,17,26,16,43,16,"Made my brain think about certain aspects ","Knowing where I stand on certain things. ",4,19,"Female","Caucasian/White","Freshman","92297","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.5,"pre",31,-15,-25,-8,18.1428571428571,10.2857142857143
"97",20,21,31,8,50,31,"Even though, I new most of the topics, the essays had some godo points. ","Measure exactly how the issue felt. ",3,20,"Female","Hispanic/Latino(a)","Junior","92391","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,"pre",42,-39,-9,10.5714285714286,23.7142857142857,12.5714285714286
"98",10,35,-44,34,-40,-25,"I liked how it made me think about my beliefs on things I don't often think about","Understanding why I think things",2,18,"Male","Caucasian/White,Hispanic/Latino(a)","Freshman","92110","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,1.83333333333333,"pre",44,10,-41,22.2857142857143,21.4285714285714,-14.4285714285714
"99",31,-37,32,-26,-45,42,"I appreciate that the questions were repeated, and essays were involved to try to alter my ideas. ","I am not very familiar with the ideas of AI and struggle to have a real opinion on the matter. ",7,18,"Female","Caucasian/White","Freshman","92527","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,2.33333333333333,"pre",-20,-41,1,26.2857142857143,49.7142857142857,0.571428571428571
"100",11,2,12,-50,35,6,"I liked that it gave you different aspects of life to think about it gave you stuff about health care, Death penalty, and AI, which these are on 3 completely different sides of the spectrum.","I just had a hard time seeing the percentage of people that would agree with having capitol punishment in 2024. ",4,18,"Female","African-American/Black","Freshman","91998","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.66666666666667,"pre",11,-50,7,4,6,0.285714285714286
"101",-10,40,30,40,40,-40,"none","none",4,19,"Male","Caucasian/White","Sophmore","91632","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,3,"pre",20,20,-20,-7.14285714285714,28.5714285714286,35.7142857142857
"102",27,27,29,-50,30,-18,"very easy","thought process",7,18,"Female","Caucasian/White","Freshman","91929","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.83333333333333,3.83333333333333,"pre",-22,31,-43,5.71428571428571,10.5714285714286,6.85714285714286
"103",-13,20,-26,13,31,5,"I liked that I wasn't fully aware of what the topics were and got to read background about them and then re-answer the questions. ","I was not completely sure of what the topics were so it was hard to figure out what to answer before reading. ",8,19,"Female","Caucasian/White","Sophmore","91954","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.5,"pre",11,0,-28,14.8571428571429,22.2857142857143,26
"104",20,20,10,25,25,30,"The clarity of each question","Moral vs Ethical ",1,18,"Female","Caucasian/White","Freshman","91745","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.83333333333333,"pre",30,-30,0,27.7142857142857,22.8571428571429,2.14285714285714
"105",10,31,37,20,32,32,"I liked how the questions were oriented to very applicable, relevant, and diverse moral issues. I was able to express my thoughts differently for each topic. ","I feel like I am less informed or educated on the topics and couldn't put a fully confident answer forward.",4,18,"Female","Caucasian/White","Freshman","92307","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3.16666666666667,"pre",10,4,-5,11.2857142857143,7.57142857142857,4.85714285714286
"106",-13,24,-6,27,23,-3,"I liked the sliding bars","none",3,18,"Female","Caucasian/White","Freshman","91774","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2.33333333333333,"pre",21,21,-24,2.14285714285714,-6.57142857142857,20.2857142857143
"107",26,9,50,-32,31,25,"I thought that providing the actual data in comparison to the guesses I had was a useful concept.","Some of the exercise felt a tad repetitive, I suppose.",1,18,"Male","Caucasian/White","Freshman","92396","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,1.83333333333333,"pre",49,-50,-50,43.5714285714286,31,49.1428571428571
"108",25,20,27,16,50,-50,"I liked that it was easy to understand what the questions were asking and that it did not take much time to complete. ","I did not have many challenges, but I feel like it was difficult to try and figure out how other people would agree/disagree with the questions.",6,20,"Female","Caucasian/White","Freshman","91155","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3,"pre",45,10,-50,30.1428571428571,-4.71428571428571,41
"109",25,-35,21,0,11,25,"It's interesting seeing the differences of people's opinion over the years.","I didn't find any challenges.",1,24,"Female","Hispanic/Latino(a)","Junior","92689","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2,"pre",50,8,30,43.5714285714286,11.7142857142857,-5.28571428571429
"110",-11,48,-29,50,50,50,"I liked reading the essays and seeing the American public's view on these issues.","I don't think I had any.",2,18,"Female","Caucasian/White","Freshman","91438","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,2.5,"pre",36,-45,46,45.7142857142857,47.2857142857143,-33.7142857142857
"111",30,-50,50,15,30,41,"I liked how the study used data from the past.","I didn't like how repetitive it was. I felt like I answered the same question multiple times.",7,18,"Male","Caucasian/White","Freshman","91144","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,3.5,"pre",-50,-30,30,7.14285714285714,50,32.4285714285714
"112",3,10,19,11,35,4,"It was about current world issues.","Asking the same question multiple times.",5,18,"Female","Caucasian/White","Freshman","91461","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.83333333333333,"pre",-10,-8,-7,10.1428571428571,19.2857142857143,7.42857142857143
"113",15,2,11,10,19,1,"the sliders were nice and easy to use ","it was very repetitive ",4,18,"Female","Caucasian/White","Freshman","91408","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3.16666666666667,"pre",20,20,-21,13.7142857142857,14.2857142857143,8
"114",21,16,12,-15,19,21,"They were prevalent topics and i could rate my stance rather than be stuck with 4 answers","AI didn't really fit in so it was hard to separate that out.",4,18,"Female","Caucasian/White","Freshman","91497","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.16666666666667,"pre",27,-9,3,21.2857142857143,17.4285714285714,-13
"115",26,33,-26,29,21,21,"Sliders and relevant topics.","Close reading and small word changes.",6,18,"Female","Hispanic/Latino(a)","Freshman","91312","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.66666666666667,"pre",23,-34,-3,-6,-11,0.714285714285714
"116",15,20,30,-10,25,-25,"I liked how I was able to use the toggles to show my agreement or disagreement with the statements being presented to me. ","I had a challenge with the repetitive questions that were posed without a sense of rewording those sentences and questions. ",5,19,"Male","Caucasian/White","Sophmore","91291","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3.5,"pre",-25,-20,-25,7.14285714285714,17.1428571428571,23.7142857142857
"117",20,-25,11,14,11,12,"I liked how easy it was to choose your stance, on a gradient number scale ","No challenges. Just why did we answer the same questions 3 times?",5,18,"Female","Caucasian/White","Freshman","91279","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.33333333333333,"pre",-50,11,-44,-10.5714285714286,16.7142857142857,7.57142857142857
"118",-3,7,-15,32,4,42,"n/a","n/a",3,18,"Female","Caucasian/White","Freshman","91315","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.83333333333333,"pre",33,-16,10,11.8571428571429,3.42857142857143,3.14285714285714
"119",31,-35,48,22,-30,-50,"I liked reading the essays and guessing how much of the population agreed with a certain idea. I also liked that the survey told me the right answers because I was wondering about the right answers when I answered the question. ","the percentages in the questions about how much of a percentage of the population would agree were not present in the slider so i had a hard time understanding how to answer the questions because they went to -50 and 50 instead of 0% to 100%",3,18,"Female","Caucasian/White","Freshman","91209","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.33333333333333,"pre",50,-38,50,5.71428571428571,48,-35.7142857142857
"120",-14,-5,-41,-25,7,19,"i dont know","i dont know",5,19,"Female","Caucasian/White","Freshman","91936","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,"pre",-48,-23,7,3.42857142857143,-2.42857142857143,4
"121",-38,25,28,-33,11,-19,"The topics this asked me about were very different so it didn't feel overly repetitive. ","Some of the wording of the questions sounded the same so it felt like I was answering the same questions over again. ",7,18,"Female","Caucasian/White","Freshman","91628","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.33333333333333,"pre",40,46,-50,3.71428571428571,20.7142857142857,14
"122",-19,-10,-50,1,50,35,"I liked how I was able to guess what I thought other people would say and then I could reflect on the data other people's answers actually provided","I didn't have any challenges while completing the exercise. ",6,18,"Female","Caucasian/White","Freshman","91689","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"pre",30,-50,-42,32.2857142857143,37.7142857142857,13.8571428571429
"123",-7,27,10,12,-2,6,"It helped me realize what I believed in and how I can be easily persuaded ","I was conflicted and thought multiple things about different topics ",7,18,"Female","Caucasian/White","Freshman","91925","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2,"pre",2,4,-36,0.714285714285714,3.14285714285714,7.57142857142857
"124",-18,18,-14,16,42,11,"the sliding scale to answer the question ","too long",4,18,"Female","Caucasian/White","Freshman","91827","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,3.33333333333333,"pre",12,-9,-35,-0.857142857142857,12.8571428571429,17
"125",23,16,10,35,29,37,"I liked the implementation of the essays regarding each topic.","As of right now I don't have an opinion on the death penalty to completing those sections were difficult.",2,18,"Female","Caucasian/White","Freshman","91805","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,2.33333333333333,"pre",32,-5,5,25.1428571428571,26.5714285714286,3.14285714285714
"126",37,7,-11,1,40,20,"I like that it gave ethical principles","decide what side im on",4,18,"Male","Caucasian/White","Freshman","91724","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3,"pre",42,-15,-50,21,0.714285714285714,18
"127",18,33,41,-16,45,-43,"The questions were unambiguous and easy to understand","Most of the questions were just repeats of questions I already answered",2,18,"Male","Caucasian/White,Asian/Pacific Islander","Freshman","92502","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2.16666666666667,"pre",40,-40,-35,-26.4285714285714,8.14285714285714,40.4285714285714
"128",10,10,30,0,30,20,"made me think about issues I don't think about on a daily basis. ","sometimes coming to a conclusion of what I believe myself ",7,19,"Female","Caucasian/White","Freshman","91243","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,"pre",-10,10,-10,-24.2857142857143,19.1428571428571,11.8571428571429
