"","X","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","SILS_1_1","NLINE","SNS_SCORE","condition","P1","P2","P3","P4","Suprise_1","Suprise_2","Suprise_3","Suprise_4","GSS_1","GSS_2","GSS_3","GSS_4","CRR_1","CRR_2","CRR_3","CRR_4","Age","Gender","Race","School_Year","Like_Free_Response","Hard_Free_Response"
"383",279,531,100,87,1,100,4,5,4,4,3,4,1,1,3,3,4,4,5,1.5876378638905,4.5,"Low",100,87,2,100,4,3,2,2,78,60,11,100,80,64,22,100,18,2,"1",1,"I enjoyed being able to see what the actual percentages were. ","I think it was hard to determine what everyone else thought about something at a certain time period. "
"384",281,447,92,61,12,100,4,4,4,3,4,4,2,3,3,3,3,2,4,4.06827107512371,4.5,"Low",86,50,5,100,1,1,3,1,50,50,39,50,51,51,30,100,19,2,"",1,"It was easy","None"
"385",284,1010,90,100,5,100,4,4,5,4,4,5,2,2,3,3,3,2,5,3.63970453055716,5.25,"Low",100,100,0,100,5,4,4,2,61,50,50,70,50,70,35,99,20,2,"1",2,"I like that I got to see the results of the 2018 study. ","I had a challenge thinking about what the whole country thought, not just people in my state. "
"386",287,645,71,71,23,100,4,4,4,4,5,5,2,2,3,3,3,3,4,5.44546860741598,5,"Low",62,65,30,100,4,2,3,1,63,47,37,83,73,68,39,100,18,2,"1",1,"It allowed me to think about issues I haven't been. ","I had no challenges."
"387",289,1171,100,90,51,100,4,4,5,4,4,3,1,2,3,3,2,3,5,0.76070954308849,4.875,"Low",100,85,50,100,2,1,1,1,60,56,75,100,92,71,20,100,21,1,"1",3,"It was insightful for me to complete the survey that had me guess what the answers would be for the general american public in 2018.","I am not very involved with politics and am not secured in many of my political opinions. Its hard for me to even figure which side of the spectrum I am on for certain questions that I feel like need context in order to be answered correctly."
"388",292,649,100,100,80,100,5,5,4,5,5,5,1,3,2,3,2,3,2,4.78189964655228,3.25,"Low",100,70,52,100,2,1,3,1,40,50,70,90,75,55,61,100,18,2,"1",1,"It asked me questions of topics that I was personally interested in.","Thinking about the range of different kinds of people that would believe in each question and where most opinions would lie."
"389",294,739,50,0,0,100,4,4,4,4,4,5,2,3,3,4,4,4,3,2.78211271769166,5.125,"Low",50,0,0,100,3,2,4,1,50,0,0,100,100,100,52,100,18,1,"1",1,"I enjoyed seeing the percent of what others thought.","It was hard to think about what my true beliefs are."
"390",295,885,65,48,85,100,3,4,4,5,5,4,2,3,4,4,3,3,4,1.37823970181865,4.5,"Low",63,41,86,100,5,2,1,1,81,82,29,100,78,80,25,100,19,2,"1",1,"It gives you a good perspective of the nation's views at different time frames over the same basic issues.","I didn't feel I knew very much about the nation's views during this time because I didn't understand many things to the extent that I do now."
"391",296,645,92,30,55,100,4,3,4,4,4,3,2,3,2,4,4,4,3,1.16747291305186,3.875,"Low",84,27,41,100,5,4,3,1,40,52,44,75,79,59,36,100,20,2,"1",3,"Comparing my result of percentages I thought people would say versus what they really said.","None"
"392",298,623,58,58,12,100,3,4,4,4,4,4,1,2,3,4,3,4,4,0.710536405115352,4,"Low",92,92,0,100,4,3,4,1,75,89,24,95,93,94,24,100,18,2,"1",1,"I liked how it showed you what the people from 5 years ago thought about the issues","i had no challenges"
"393",301,2097,66,37,44,97,4,4,5,3,4,5,2,2,2,3,4,4,5,0.646049225628173,3.375,"Low",59,43,37,100,3,3,1,1,61,72,32,1,62,63,27,99,18,2,"1",1,"I like that we are given the answer as to what the general population thought. ","I realized I may have completed one section wrong because the wording in the question confused me. A scale with word labels as well as numbers is much easier for me to read. "
"394",302,429,50,80,50,100,3,4,4,4,4,4,3,2,2,3,3,5,3,1.07390636848532,3.625,"Low",40,80,50,100,2,3,1,1,77,59,38,100,60,80,40,100,18,2,"1",1,"getting to express my opinon","i wasn't fully informed on some of the topic so my answers may not be valid"
"395",305,823,90,70,40,100,4,4,4,4,4,4,2,3,4,3,2,4,4,0.934158627337575,3.875,"Low",90,70,40,100,1,1,2,2,30,60,9,90,60,30,19,90,18,2,"1",1,"I liked finding out the real statistics from 2018.","I was unsure about the reality of the change in ,mindset between 2018 and 2023."
"396",307,995,100,90,15,100,4,4,5,4,4,4,1,2,1,1,4,2,2,0.523460214639162,4,"Low",100,80,15,100,5,1,2,2,65,35,65,98,61,50,57,100,18,1,"1",1,"I liked seeing how my beliefs were similar or different to the beliefs of the general 2018 US population. ","I had trouble believing that at least one person didn't think that slavery or human trafficking was 100% a violation of rights."
"397",308,101861,100,100,25,100,4,4,5,3,5,5,2,2,3,3,4,3,4,4.21173774179037,4,"Low",100,100,20,100,4,1,3,2,73,60,75,85,70,65,50,100,19,2,"1",1,"I thought it was interesting to see the difference between what I thought and what 'America' thought in 2018. ","I thought differently as to what the general public thought for those prompts, which was initially a hard thing to judge in the first place."
"398",310,415,90,100,45,100,4,4,5,2,5,4,2,2,3,3,4,3,5,0.88700327742433,4.125,"Low",91,100,45,100,1,5,2,5,57,39,58,68,66,80,47,100,18,2,"1",1,"It made me realize how the world has changed even in 5 years on serious topics such as universal health care, the death penalty, slavery, and greenhouse gas emissions. ","I had no difficulties completing this exercise. "
"399",312,469,61,72,50,100,4,4,4,4,4,4,3,3,3,3,4,4,4,6.68947107512371,3.125,"Low",85,85,50,100,2,1,1,1,81,80,19,100,41,62,19,100,18,2,"1",1,"I liked the information on the people who had already answered. ","Figuring out how much I agreed or disagreed. "
"400",315,594,72,73,100,100,5,5,4,5,4,5,2,3,4,4,3,4,2,3.19916982199087,4.875,"Low",100,73,100,100,1,2,4,2,100,71,100,100,100,80,100,100,19,1,"1",1,"I liked the questions that were asked. ","none I felt that it wasn't that hard "
"401",316,21290,77,100,19,100,3,3,3,2,4,3,2,3,4,3,2,4,3,0.987538114517062,5,"Low",78,85,28,98,2,3,4,1,67,96,42,100,25,44,37,100,NA,NA,"",NA,"learning","none"
"402",319,463,50,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,1,3.63266008611272,2.5,"Low",48,47,57,53,2,4,3,2,11,11,11,5,32,33,41,35,21,1,"1",3,"Some things that I liked about the exercise I just completed is that it got me to think about some things that I never really have gotten to think about in the way that I did not. That leads to me to really thinking about what the questions are asking me and the answers I am giving back. ","Some of the challenges that I had with this exercise is that some of the information is stuff that I have never really thought about or talked about with anyone so when I was answering, I really went off of my personal preference. "
"403",320,642,100,75,50,100,4,4,5,5,5,5,1,2,4,2,3,2,2,0.701482436861384,4.125,"Low",95,75,50,100,4,1,1,3,60,28,45,80,55,58,50,98,19,2,"1",2,"I liked that the real percentages were shown","Could be clearer for what section of time and population we are doing the ranking for"
"404",322,511,43,22,21,100,4,4,4,5,5,4,1,4,3,3,4,4,3,0.619252400231347,5.25,"Low",30,20,21,100,1,1,1,1,45,45,55,95,60,50,50,99,19,1,"1",1,"I like the vast spectrum of answer choices. 1-100 is a good system. I also like the comparison to the rest of the population.","None. "
"405",324,593,100,100,61,100,4,4,4,4,3,5,2,4,5,4,4,3,5,4.06087278452542,3.5,"Low",100,100,20,100,1,1,1,1,88,99,53,100,55,88,97,57,19,2,"2,5",2,"n/a","n/a"
"406",327,741,87,72,1,100,3,3,5,4,3,5,4,2,2,3,4,4,5,2.18005236167341,3.25,"Low",90,71,0,100,2,4,3,1,69,86,95,100,82,92,6,100,19,2,"2",1,"seeing the percentage of what people agreed ","none"
"407",329,744,51,60,2,100,3,2,3,4,3,5,3,4,4,4,5,3,3,1.25464283786389,3.5,"Low",46,27,3,100,1,2,3,1,41,56,29,91,56,78,36,100,19,2,"1",2,"I liked seeing the results from the 2018 survey ","I didn't know what some of the questions were "
"408",330,598,100,46,100,100,3,3,5,4,5,5,1,2,3,3,4,3,5,3.94569500674764,3.625,"Low",100,50,71,100,5,3,1,1,71,71,29,91,90,80,31,92,20,2,"1",2,"I liked the comparisons from yourself to what the rest of the world believes.","I had to actually think about the questions."
"409",333,1973,82,81,72,100,4,4,5,5,5,5,1,2,4,4,4,5,3,0.440817813765182,4.875,"Low",86,79,51,100,5,2,1,2,70,61,50,87,74,61,49,94,21,2,"1,5",3,"I thought it was super interesting to see how the 2018 civilians thought about issues that are maybe more prevalent now.","It's hard to remember how intense the issues were back then, therefore predicting society's views was more difficult."
"410",337,669,77,74,24,92,4,3,4,4,5,5,4,3,4,3,4,3,2,2.91446359488465,2.5,"Low",83,85,1,96,1,2,3,2,55,67,59,65,64,75,11,100,19,2,"1",1,"Knowing the actual percentage of the questions from a few years ago.","I did not have any challenges."
"411",339,376,92,96,14,100,5,5,5,5,4,5,2,4,4,4,3,4,3,5.33967107512371,2.75,"Low",78,84,15,100,4,3,4,1,89,84,25,88,61,91,26,100,18,1,"5",1,"It was simple and easy to understand ","I had no challenges"
"412",341,652,62,65,50,100,4,4,4,4,4,4,4,3,3,4,4,4,2,1.17311551956815,3.875,"Low",50,50,50,100,4,4,5,2,63,50,50,100,66,50,51,100,19,1,"1",1,"I liked how I got to agree or disagree on the topic multiple times and I like how you guys measured if I was surprised or not. ","I was kind of confused on what the question was asking. "
"413",343,746,60,48,95,100,3,4,5,3,4,5,4,4,3,2,2,2,3,1.41838573356468,3,"Low",65,50,76,100,4,3,5,2,46,55,56,78,58,58,51,100,19,2,"1",1,"it showed actual data and it was very suprising ","lots of the questions sounded the same "
"414",345,1104,100,88,4,100,3,4,4,3,5,5,3,2,3,4,4,2,4,0.749077797056744,3.625,"Low",99,99,1,100,5,3,3,1,70,65,29,90,81,51,25,100,19,2,"1",1,"I liked how the real results of the survey were shared.","No challenges"
"415",347,421,81,100,30,0,4,4,2,2,3,1,5,3,2,3,3,2,1,4.12128097165992,3.25,"Low",29,51,74,100,1,3,5,1,80,89,71,1,40,64,74,100,18,1,"2",1,"The comparisons I got to see between the different years and what other people chose was interesting.","It was pretty simple nothing hard to understand."
"416",348,1290,80,90,10,100,4,4,4,4,4,5,2,2,4,2,3,2,3,1.84145240023135,4.25,"Low",82,71,10,100,4,1,4,1,71,71,39,20,39,60,20,100,19,2,"1",1,"I liked how it made you rethink the same questions several times.","I kind of got confused with the wording of the directions a few times and didn't correctly put what I thought because of this."
"417",350,1245,70,80,10,100,5,3,4,4,5,4,3,2,5,5,5,4,4,1.30790453055716,3.75,"Low",80,75,10,100,1,1,1,1,65,60,45,100,70,75,25,100,18,2,"1,5",1,"The straight-forward questions","Debating how much I agree/ disagree with each question. "
"418",353,662,100,100,82,100,5,5,5,4,5,5,2,4,2,2,4,3,4,4.28965704003599,3.125,"Low",100,100,81,100,5,5,3,1,82,51,92,100,90,72,29,100,19,2,"1",2,"I really liked estimating the answers from 2018, and then getting to see the actual results. It really put the thoughts of our society and how we may differ from them into perspective.","The death penalty question is one I go back-and-forth with. There are many people wrongfully serving the death penalty, but many, such as molesters/rapists/mass serial killers/mass shooters who I feel should have no other option but the death penalty."
"419",354,398,90,90,5,100,4,5,5,5,5,5,2,2,1,3,2,4,5,0.752042503695135,4.75,"Low",87,100,1,100,2,3,1,3,40,50,75,81,70,86,40,100,18,2,"1",1,"I liked the fact that they provided the actual data after the estimates","None"
"420",356,780,81,72,50,100,5,4,5,4,4,4,2,3,2,2,1,1,5,0.453429805282437,3.375,"Low",70,50,41,95,4,2,2,1,61,40,40,92,60,61,40,100,28,2,"2",3,"It was interesting to see the previous survey results. ","I was hard to remember what I had originally put as my answer after reading the other survey results. "
"421",358,528,93,98,50,100,4,4,5,4,5,5,3,2,3,3,2,3,2,4.15069363151468,3.125,"Low",85,96,45,100,4,5,1,1,98,100,47,100,88,95,47,100,18,2,"1,3",1,"I really enjoyed how you put the percent of the 2018 survey up and I liked how I was able to compare my answer to the others ","none"
"422",361,944,50,70,10,100,3,3,4,3,4,3,3,3,2,3,4,4,5,1.03906192404087,5.375,"Low",50,69,20,100,2,2,4,1,50,80,20,100,50,60,25,100,21,1,"5",4,"It forced me to think from the point of view of others as well as myself to give myself a better understanding of how others see the world around me and not just how I see it.","It is not always easy to take into consideration what everyone thinks about world issues. Certain issues are black and white and seem obvious but others are very split in ways that I did not expect so it is hard to tell sometimes."
"423",363,1414,81,60,50,100,4,4,4,3,5,5,3,3,4,4,3,3,4,3.0308064520275,2.625,"Low",77,60,55,100,5,2,1,1,75,50,35,98,60,48,40,100,18,2,"1",1,"The questions were straight foreword. ","Nothing really, just had to think about the questions and decide what felt right in my mind. "
"424",364,1056,100,100,100,100,3,4,5,4,5,4,3,2,3,2,2,4,4,0.74127291305186,3.625,"Low",100,100,0,100,5,2,1,1,59,60,40,98,60,55,33,99,19,1,"1,5",2,"It was interesting to see the actual results of those questions in 2018 compared to what I expected.","Some of the questions regarding ethicality of certain actions were hard to agree or disagree with because it depends on the circumstances."
"425",366,942,93,53,69,100,4,4,4,4,5,4,1,3,4,3,4,3,3,0.550061924040871,4.625,"Low",94,40,77,100,3,3,1,1,63,51,83,99,82,61,60,99,18,1,"1",1,"The slider bars ","None"
"426",369,469,50,64,28,100,3,3,3,3,4,4,2,2,2,3,3,3,3,3.14717119722383,3.125,"Low",37,41,58,100,1,1,1,1,51,37,50,86,19,33,61,100,19,1,"1",1,"I like how it compared you to the average answers from other people, and asked for opinions on strong debates that are in the world. ","I had a hard time understanding the last question and why it would even be on their, and its really unfortunate as a society we have to ask that question. "
"427",371,4580,65,21,45,100,4,3,5,3,4,4,2,3,3,3,3,4,3,0.913679133731765,4.875,"Low",50,23,10,100,3,3,4,1,50,67,15,87,50,67,33,100,19,1,"1",1,"It was interesting to see how my opinion, the thought about the public's opinion, and the public's actual opinion vary.","I just wanted to make sure I didn't misinterpret what the question was asking."
"428",372,428,100,89,23,100,5,5,5,4,4,5,2,3,3,3,3,3,4,5.35884738770002,5.125,"Low",100,100,47,0,3,3,3,3,100,82,0,0,100,100,0,0,19,1,"1",1,"I liked seeing the different numbers from the groups","way too long"
"429",374,385,50,51,1,100,3,4,4,4,4,5,2,1,3,4,2,1,4,2.94972370670265,4.375,"Low",32,49,1,100,3,2,2,1,39,76,1,100,67,90,21,100,19,1,"1",2,"it gave me facts about what other people think","whether I agree with what other people think or not"
"430",376,1231,100,100,25,100,2,5,5,3,5,5,4,3,1,1,4,2,3,1.54252040357304,3.75,"Low",100,100,27,100,1,1,1,1,100,100,25,100,100,60,61,100,19,2,"1",2,"I liked how you asked about the level of surprise and showed data from different studies.","I honestly didn't realize that we were looking at different studies from different years and percentages for a little while but that was on me."
"431",378,609,69,69,24,100,4,2,5,1,5,5,3,3,2,3,4,4,5,2.98808561146456,4.375,"Low",58,23,25,100,2,4,1,1,73,31,62,100,68,42,18,100,18,1,"1",1,"i like knowing what others think as it widens and helps me reconsider my opinions.","no challenges "
"432",381,874,100,69,58,98,4,2,5,3,4,2,2,2,2,3,4,4,2,0.442120532099479,4.875,"Low",100,68,63,100,5,2,1,1,100,70,61,98,60,68,9,92,18,1,"1",1,"Simple, not many questions so it is easy to stay focused. ","When asking what others think about the questions. Make the ""others"" highlighted to make it easier to spot. Otherwise it would be easy to answer the questions in my own opinion again. "
"433",382,736,100,50,0,100,4,4,5,5,5,5,1,3,4,3,3,2,4,1.05947291305186,4.875,"Low",100,50,0,100,4,2,4,1,100,50,0,100,100,72,1,100,18,1,"1",1,"Different times for the same survey.","Trying to assess what others answered"
"434",385,899,55,30,0,100,4,4,4,4,3,4,4,3,3,4,4,4,4,1.10351906689801,4.125,"Low",40,40,0,100,1,1,2,1,40,40,70,0,50,59,44,100,18,2,"1",1,"I liked being able to see what people's opinions were about these topics in 2018 and comparing them to my own.","It was hard for me to think estimate what I thought the percentages would be for 2018 because I was not very into politics back then."
"435",386,459,66,88,42,100,5,5,5,4,4,5,4,4,4,4,3,4,4,3.02590453055716,3.75,"Low",76,92,35,100,3,4,1,1,64,86,40,100,54,68,42,100,19,1,"1",2,"I could see not only mine but other people's options on these questions and see how surprised I was","I was grappling with some questions more on the understanding part of how they were worded and how little educated I am on on certain situations."
"436",388,403,87,88,88,91,5,5,5,2,5,5,2,2,2,2,4,4,4,1.63834128912024,4.5,"Low",88,93,71,100,2,3,4,1,87,86,86,100,92,88,92,100,19,2,"1",1,"I liked that I could see the actual percentages after I put in what I estimated. ","There were a lot of numbers to choose from"
"437",391,714,65,55,50,100,4,4,4,3,4,4,2,3,3,3,3,3,3,0.600814304993252,4.125,"Low",63,53,47,100,4,2,2,1,56,45,50,90,64,47,37,100,19,2,"1,3",1,"That we got to see results of what the public thinks. ","I did not know enough information regarding some of the topics discussed. "
"438",393,451,100,73,25,100,3,3,4,3,4,4,2,4,3,3,3,3,4,3.93645056230319,3.25,"Low",100,67,25,100,5,4,3,1,100,69,19,100,100,61,21,100,22,2,"1",4,"estimating and seeing the actual results ","no challenges "
"439",394,942,70,50,100,100,4,4,3,4,3,4,3,3,4,4,4,4,4,3.94827107512371,3.25,"Low",50,50,100,100,3,4,5,3,49,71,19,41,71,70,40,95,18,2,"1,3",1,"made me think about real world things ","I didn't know if I strongly agreed or disagreed for some "
"440",396,429,60,0,100,100,3,2,4,2,4,2,4,2,4,3,2,2,5,5.35308912023649,2.75,"Low",73,0,100,100,4,4,4,1,77,0,100,100,60,0,100,100,19,1,"1",1,"It brought to light topics that aren't always talked about ","none "
"441",398,915,100,100,70,100,5,5,5,2,5,4,4,2,4,4,4,4,5,2.59847291305186,5.75,"Low",100,100,70,100,1,4,4,1,40,80,74,84,83,80,70,100,32,2,"1",5,"It gave me the actual percentages after I gave my estimate ","It kept asking the same questions which got redundant "
"442",401,649,27,0,82,100,4,5,4,4,5,4,3,4,4,4,4,4,2,0.587119066898014,5.75,"Low",27,0,78,100,1,1,2,1,27,0,84,100,31,76,40,100,18,1,"1",1,"I like how it kept implementing the same ideas","Trying to think about what the majority of people would think."
"443",402,483,70,61,90,90,3,4,4,4,3,4,2,4,4,3,4,4,5,1.58086643531907,4,"Low",58,65,92,100,4,3,2,1,50,69,99,100,92,77,12,100,21,2,"1",3,"they were relevant topics in todays society","being judged for personal opinion"
"444",405,939,60,55,33,100,3,4,4,3,4,4,2,2,4,4,3,4,2,1.094646051025,4.25,"Low",40,46,24,100,3,2,4,1,68,70,22,92,56,42,29,99,19,2,"1",1,"I enjoyed guessing what I thought the public opinion was and then actually seeing what it was. It was interesting and made me care more about this survey. ","I am young so I wasn't really involved with these types of questions in 2018 so I really just had to guess. "
"445",406,884,100,50,0,100,4,4,5,3,4,5,2,3,2,2,3,4,4,0.640614304993252,4.375,"Low",100,50,0,100,4,4,4,1,53,81,58,100,84,73,15,100,19,1,"1",1,"Questions were easy to understand","No challenges"
"446",408,706,100,80,20,100,4,4,5,4,5,4,2,2,2,3,4,2,4,1.52422028147291,4.375,"Low",100,70,20,100,4,1,2,1,55,30,45,85,55,52,40,95,19,2,"1",2,"simple, straight forward","N/A"
"447",410,450,100,50,70,100,3,4,3,3,3,3,3,3,3,3,3,3,4,0.988877424330056,3.5,"Low",100,9,80,100,5,3,3,1,71,50,50,100,100,61,29,100,18,2,"1",1,"comparing current and past time opinions","i had to think about the death penalty"
"448",413,511,100,100,50,100,1,5,5,1,3,5,3,4,2,3,4,4,5,2.16152391234496,4.625,"Low",100,91,50,100,1,1,3,2,1,1,100,29,81,70,60,100,18,2,"1",1,"it was insightful.","keeping track of what was the different levels of opinions. "
"449",415,920,50,20,50,100,4,4,4,3,4,3,3,4,3,3,4,4,3,2.05283832658569,3.375,"Low",35,15,45,100,2,1,1,1,50,16,50,100,80,71,32,100,18,2,"1",2,"I liked seeing the results from others and viewing others' views","Thinking about the pros and cons to each controversial issue"
"450",416,605,100,100,50,100,4,4,4,3,5,5,3,3,3,3,3,3,3,0.716179718527087,4,"Low",70,100,50,100,3,3,2,1,80,80,40,100,80,80,30,100,18,1,"3",1,"I like how the exercise is simple and straight to the point.","I had no challenges."
"451",419,507,54,16,3,100,4,4,4,4,4,4,3,2,2,2,3,3,4,1.42141747959643,4,"Low",85,17,4,100,4,2,2,1,80,54,36,19,89,56,25,100,18,2,"1",1,"Easy to read and saw results. ","none"
"452",420,474,84,93,3,100,4,4,5,4,5,5,4,3,3,2,5,5,3,3.79455361480625,3.5,"Low",100,64,0,100,1,2,5,3,48,40,27,35,52,40,10,100,18,2,"1",1,"I liked how it showed us what the population also thinks about these issues ","The questions weren't really in the same topic or area of interest "
"453",421,637,75,50,70,100,4,4,4,3,4,4,2,3,4,2,3,2,3,0.751053736906368,3.5,"Low",80,50,80,100,2,3,4,1,30,80,100,80,80,90,20,100,19,2,"1",1,"Comparisons between different points in time.","No challenges."
"454",424,272,100,61,17,100,3,4,4,2,3,4,2,3,3,3,5,4,2,3.85276029818135,2.125,"Low",86,53,16,94,2,3,3,4,96,39,10,100,100,58,17,100,19,2,"1",1,"bringing up necessary issues","none"
"455",426,1774,75,100,0,100,3,4,4,4,5,5,1,2,3,3,4,4,4,1.05176313861577,4.125,"Low",81,100,0,0,2,1,3,1,0,75,60,0,80,100,0,0,19,2,"1",1,"it was based on how I felt about the topics, asking how important I felt something was. ","I had no challenges "
"456",428,562,95,81,10,100,4,3,5,4,5,5,2,2,2,2,2,3,3,1.36534162328899,5,"Low",92,92,9,100,5,4,1,1,60,30,40,75,60,40,19,100,18,1,"1",1,"It had me thinking about others opinions around me and comparing real stats to my expectations.","I had no real challenges. A lot of the questions were things I think about a lot so it was easy for me to make an opinion"
"457",431,297,51,50,52,50,5,5,5,5,5,5,3,3,3,3,3,3,4,2.07926008611272,3.25,"Low",49,54,49,47,3,3,3,3,51,51,51,50,51,50,49,48,18,2,"1",1,"To be able to have your own opinion and see how they match up from previous surveys.","I didn’t have any challenges.. "
"458",432,589,60,70,10,94,4,4,3,2,5,5,2,4,4,3,3,5,4,3.8394378638905,4.25,"Low",37,54,23,76,4,3,5,4,50,60,7,93,60,39,21,61,20,2,"1",3,"I liked considering different scenarios in different years and how the outcomes may be different.","I did not have any problems but it took a lot of thinking and consideration to think about the different scenarios. "
"459",434,390,51,51,27,100,3,3,3,3,3,3,2,3,3,3,3,3,4,0.945128590707538,4.5,"Low",53,51,52,100,3,3,2,1,56,67,52,97,40,45,43,100,19,1,"1",1,"It was good because it gets the participants brains thinking about current issues","Some people may not be fully educated on some of the issues"
"460",437,797,51,52,40,95,5,4,4,4,4,5,2,3,3,3,4,4,3,2.9013472655999,4.625,"Low",62,56,46,100,2,3,4,1,62,64,52,100,76,82,20,100,19,1,"1",1,"I like how it compared my results to others in the past to see if I share common ground with majority of the population.","Wasn't sure sometimes if a question was trying to trick me or not."
"461",438,1348,88,88,88,100,4,4,4,5,4,3,2,2,3,3,2,2,2,1.11113957971853,3.75,"Low",85,85,85,100,2,1,1,3,49,38,52,61,56,70,40,87,18,2,"1",1,"I liked seeing the percentages of other surveys.","I had trouble answering some questions because there wasn't only one right answer for some of them. "
"462",440,730,64,35,66,100,4,4,4,4,4,4,2,3,4,3,2,3,4,0.420650690829638,4.875,"Low",51,29,59,100,4,2,1,1,66,51,36,100,62,41,23,100,20,1,"1",2,"Seeing actual data compared to my thoughts and answers.","No challenges."
"463",443,497,100,32,100,100,2,3,4,3,2,3,3,5,3,4,5,3,5,4.94950453055716,5.125,"Low",100,0,100,100,1,1,1,1,100,70,100,100,100,15,100,100,18,1,"1",1,"it lets you give your personal opinion","i didnt have any "
"464",445,578,75,24,47,100,3,4,4,3,3,4,3,3,3,3,3,3,3,0.611387070239702,3.875,"Low",77,43,49,100,3,2,2,1,75,19,47,100,57,50,45,100,18,2,"1",1,"It gave me percentages that I had no prior knowledge of.","thinking about how others felt about these topics."
"465",447,928,36,20,88,100,4,4,4,3,5,4,2,3,4,4,5,4,5,1.32667595912859,3.875,"Low",41,26,3,100,3,3,4,1,51,29,24,100,61,47,18,100,20,1,"1",2,"I liked seeing the real results after I guessed. It made me reflect on my accuracy and the difference between my perceptions and reality. ","The bar tracing was confusing at first."
"466",448,471,100,100,50,95,5,5,5,4,5,5,3,3,4,4,3,4,5,0.741119066898014,5.25,"Low",100,100,50,100,3,3,1,1,100,100,50,95,70,50,60,100,19,1,"1",2,"Repetitive questions","None "
"467",450,268,89,6,82,84,4,4,4,4,4,4,4,4,4,4,4,4,4,2.94185056230319,4.625,"Low",57,70,69,68,1,1,1,1,100,40,40,73,37,44,61,86,20,1,"1",3,"Liked finding out actual statistics","Nothing"
"468",453,1706,61,56,45,83,4,4,4,3,3,4,3,4,4,4,3,4,2,4.21847140929246,3.5,"Low",66,59,63,94,3,3,1,1,66,66,50,78,64,60,69,94,18,1,"1,2",1,"It showed you the different timelines of the questions and how each one was answered. ","I didn't have any challenges. "
"469",456,427,100,85,17,100,5,4,4,4,4,4,1,1,3,4,2,2,3,1.00339839341945,5.125,"Low",100,79,19,100,5,3,3,1,68,50,50,100,91,55,27,100,18,2,"1",1,"It made a good comparison to the general public","I had trouble remembering my previous answers"
"470",457,405,100,51,62,0,4,4,3,3,5,5,2,2,3,1,3,4,4,3.74316986054881,4.625,"Low",100,61,65,100,4,2,1,1,71,60,50,0,71,60,52,100,18,2,"1",1,"Brought awareness to how other people feel about these issues","no challenges"
"471",459,511,32,40,19,84,3,4,4,2,2,3,2,3,4,4,4,3,4,1.27740478118373,4.125,"Low",50,40,9,100,3,4,4,1,42,65,51,67,65,63,32,99,19,1,"1,3",2,"I thought that it was interesting to see what people thought about these major topics.","It was hard to get a guage on what the general population would vote for."
"472",460,980,50,40,51,100,3,4,4,3,5,5,3,3,2,3,3,3,4,7.83602028147291,2.25,"Low",35,14,23,100,1,1,2,1,82,65,50,100,50,45,51,100,19,2,"1",2,"that I got to see the actual statistics as well","figuring out how much I agreed with each statement"
"473",463,1279,78,78,20,100,4,4,4,2,4,4,2,4,4,4,2,2,3,1.04415716213611,4.125,"Low",70,65,0,100,1,1,3,1,35,45,35,100,65,45,10,100,19,1,"1,4",1,"Showing the stats from 2018","none"
"474",464,81247,100,100,100,100,4,4,3,3,5,3,3,4,3,3,3,3,3,8.20018569500675,1.75,"Low",100,100,100,100,1,1,1,1,100,100,100,100,100,100,100,100,18,2,"2",1,"Nothing.","Everything."
"475",466,471,51,50,90,92,3,3,3,3,3,3,3,3,3,3,3,3,5,1.85322834008097,3.375,"Low",49,50,86,100,4,4,4,1,60,82,20,100,70,50,71,93,20,2,"1,5",3,"I liked that along with getting to input my opinion I was also able to guess what others’ opinions would be.","I don’t know enough about greenhouse gasses to have a valid opinion."
"476",468,56554,63,51,63,100,5,4,3,3,3,5,2,3,3,3,3,3,2,2.21927291305186,2.75,"Low",53,54,57,100,3,4,2,1,67,78,52,100,69,73,36,100,18,2,"1,3",1,"It was interesting to see what other people thought about certain topics about todays politics","I felt like I was assuming and judging what other people think about certain politics "
"477",469,2076,80,70,90,100,4,4,4,4,5,5,2,3,3,3,3,3,2,0.79503799241694,3.875,"Low",50,60,71,100,4,1,1,1,60,40,60,100,50,71,58,100,19,1,"1",1,"It made me think about the view of American's as a whole."," Thinking about views as a whole and not just my personal beliefs."
"478",471,767,100,100,15,100,5,5,5,4,5,5,1,2,3,4,4,4,4,2.36409049546944,4,"Low",100,100,0,100,1,1,4,1,54,25,47,84,81,79,7,100,20,1,"1",2,"I really enjoyed how the study asked me to think about public opinion in 2018 compared to today. ","It was difficult to try and think about what the public and social climates were in 2018 vs today."
"479",473,540,69,10,60,100,5,4,4,5,4,2,1,2,2,3,2,2,3,0.572614304993252,5.625,"Low",60,30,50,100,3,3,3,2,70,55,40,100,60,56,35,100,18,1,"1",1,"I liked how simple it was, there wasn't any questions about what I needed to do.","I had no challenges."
"480",476,172,100,84,79,60,4,4,4,4,4,4,4,4,4,4,4,4,4,4.93756200758306,4.375,"Low",81,81,83,87,4,4,4,4,69,82,81,81,85,85,84,82,18,1,"4",2,"a","a"
