"","X","in_uhc_supp","in_uhc_familiar","in_uhc_change","in_cap_supp","in_cap_familiar","in_cap_change","in_ai_supp","in_ai_familiar","in_ai_change","fn_uhc_supp","fn_cap_supp","fn_ai_supp","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","in_uhc_conviction","in_cap_conviction","in_ai_conviction","fn_uhc_conviction","fn_cap_conviction","fn_ai_conviction","uhc_cat","cap_cat","ai_cat"
"67",67,6,-38,21,-39,15,-21,25,50,-21,26,-16,35,"easy to read questions ","nothing",6,18,"Female","Caucasian/White","Freshman",92359,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,3.16666666666667,9.42857142857143,14.5714285714286,8.42857142857143,21,8.28571428571429,15.4285714285714,"Positive","Negative","Positive"
"68",68,27,-8,0,13,-13,7,-14,14,-7,-8,21,-50,"It was interesting","JUst a lot to take in with the essays.",4,18,"Female","Caucasian/White","Freshman",92149,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.33333333333333,3,8.85714285714286,0.142857142857143,10.2857142857143,2.85714285714286,-1,-12.7142857142857,"Positive","Positive","Negative"
"69",69,30,0,30,-10,-10,20,0,30,20,31,33,50,"How I was able to read about what people thought after first answering the questions then having a chance to change my answers","understanding what the questions were asking ",2,19,"Female","Caucasian/White","Freshman",92415,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,3.16666666666667,1.42857142857143,7.71428571428571,3,22.5714285714286,13.7142857142857,2.14285714285714,"Positive","Negative","Neutral"
"70",70,20,13,44,-18,28,39,-29,42,35,36,39,25,"I liked reading the essays to learn about a different perspective.","Some of the wording in the questions were hard to understand.",4,18,"Male","Caucasian/White","Freshman",92160,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.66666666666667,11,17.4285714285714,20.4285714285714,21.5714285714286,14.2857142857143,22,"Positive","Negative","Negative"
"71",71,0,10,1,25,20,-16,11,36,1,9,30,11,"these were some ideas that I haven't thought about in a while and I am somewhat knowledgeable and passionate about ","none",7,18,"Male","Caucasian/White","Freshman",91962,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.66666666666667,7.57142857142857,28.4285714285714,18.7142857142857,11.7142857142857,38.8571428571429,20.1428571428571,"Neutral","Positive","Positive"
"72",72,17,-18,12,11,14,16,10,7,17,1,9,11,"I liked that it asked more in depth questions about your perspective on each question.","I had trouble with the health penalty section because I honestly am unsure on my stance of it because I am unsure if we should have rehabilitation for those rather than receiving the death penalty.",4,19,"Male","Caucasian/White","Freshman",92514,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3,-2.71428571428571,4.71428571428571,2,9.28571428571429,11.5714285714286,10,"Positive","Positive","Positive"
"73",73,19,39,27,16,40,17,25,50,-31,-19,-25,50,"I liked the topics","It was hard to determine what my moral beliefs are",6,19,"Female","Caucasian/White","Freshman",92300,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.83333333333333,2.16666666666667,26.2857142857143,1.71428571428571,-36,14,13.2857142857143,-10.4285714285714,"Positive","Positive","Positive"
"74",74,45,20,25,-25,15,20,-50,35,-20,30,15,-30,"I liked the essays and the results to the polls about the populations opinions. ","I did not have any challenges.",2,18,"Female","Caucasian/White","Freshman",92337,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.66666666666667,25.7142857142857,31.4285714285714,33.5714285714286,35,30.7142857142857,30,"Positive","Negative","Negative"
"75",75,40,12,15,-50,34,-50,-26,22,10,50,-44,-28,"I liked the section where it gave the real statistics from past surveys in 2018 in comparison.","I would have liked to see more examples of each subject to put it into perspective, like the essays.",1,18,"Female","Caucasian/White","Freshman",92458,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.16666666666667,13.2857142857143,29.7142857142857,30.7142857142857,33.8571428571429,32.5714285714286,29,"Positive","Negative","Negative"
"76",76,10,-22,-14,11,-20,26,37,49,16,16,24,-10,"Things I liked about this exercise is that I could answer with my opinion on whether or not I disagreed with the prompt or agreed with it. ","During this exercise the challenges I had to face was putting my beliefs into a this survey and answering truthfully. ",7,18,"Female","Caucasian/White","Freshman",91139,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,2.66666666666667,4.85714285714286,8.85714285714286,-6.71428571428571,-1.28571428571429,-3,-4.85714285714286,"Positive","Positive","Positive"
"77",77,19,23,25,-35,20,15,33,24,29,22,-31,14,"I enjoyed the repetition and the perspective shift that allowed me to check my consistency.","The challenge was being consistent with my answers.",4,40,"Female","Other","Sophmore",92706,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.66666666666667,18.5714285714286,22,4.57142857142857,9,16.4285714285714,-5.14285714285714,"Positive","Negative","Positive"
"78",78,-48,50,20,-50,-50,3,-50,46,37,27,-39,-44,"Was dealing with up to date issues ","very repetitive",8,18,"Male","Caucasian/White","Freshman",91882,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,4,-4.14285714285714,-0.285714285714286,29.8571428571429,28.1428571428571,-27.5714285714286,-25.7142857142857,"Negative","Negative","Negative"
"79",79,32,-24,16,-6,22,21,50,11,11,50,-30,50,"Thought provoking","Thinking about my stance on current issues",4,35,"Female","Caucasian/White","Junior",92627,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2,42.7142857142857,34.1428571428571,-37.5714285714286,40,34.5714285714286,-23.2857142857143,"Positive","Negative","Positive"
"80",80,50,-36,6,-50,23,-50,20,37,13,50,-50,39,"I enjoyed being able to read about the issues to grow my knowledge ","Comprehending the question a little bit",2,18,"Female","Caucasian/White","Freshman",91270,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.16666666666667,-15,42.1428571428571,-12.8571428571429,33.5714285714286,44.4285714285714,25.5714285714286,"Positive","Negative","Positive"
"81",81,32,20,38,-50,28,-50,-33,50,6,50,5,-22,"I liked the wider range of choices I had. ","I think it is hard to scale some of the opinions asked for, but it was better than having multiple choice options.",2,19,"Female","Caucasian/White","Freshman",92184,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,4.16666666666667,41.7142857142857,44.2857142857143,35.7142857142857,35.7142857142857,45.7142857142857,35.7142857142857,"Positive","Negative","Negative"
"82",82,27,19,15,11,50,20,-20,10,13,33,10,21,"Seeing the percentages of the populations agree and disagree about certain topics of issues","I was not able to express why I choose certain sides on problems",1,18,"Female","African-American/Black,Hispanic/Latino(a)","Freshman",91852,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.66666666666667,21,-6.85714285714286,-19.1428571428571,15.1428571428571,-6.57142857142857,-25.1428571428571,"Positive","Positive","Negative"
"83",83,20,10,25,10,25,15,-10,45,-10,30,25,-25,"The moral choices","Repetivity",4,18,"Male","Caucasian/White","Freshman",91457,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.5,10.8571428571429,22.8571428571429,27.1428571428571,14.2857142857143,21.5714285714286,20,"Positive","Positive","Negative"
"84",84,30,-30,34,13,-10,20,-11,20,10,38,30,15,"It was interesting to estimate what the general public believed in 2018 and then compare it to the true beliefs at the time. ","It can be hard to mark your level of agreement on controversial topics. ",2,18,"Female","Caucasian/White","Freshman",92410,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.5,17.4285714285714,10.4285714285714,18.8571428571429,34.4285714285714,23,15.4285714285714,"Positive","Positive","Negative"
"85",85,42,32,-10,-15,-30,20,-10,40,6,40,20,-15,"I liked that I was able to range my opinions from strongly agree to strongly disagree. ","Knowing whether I felt like my opinion was good enough or right. ",5,18,"Female","African-American/Black","Freshman",91680,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3,4.14285714285714,3.71428571428571,6.57142857142857,12.7142857142857,12.1428571428571,13.7142857142857,"Positive","Negative","Negative"
"86",86,-12,10,-3,-30,31,-34,-30,31,32,-20,-50,-19,"the questions were very well thought out and I liked how many options to answer it gave me.","looking at what the US public beleives",8,19,"Female","Caucasian/White","Freshman",91200,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,3.5,-2.42857142857143,24.2857142857143,30.5714285714286,-13.5714285714286,39.4285714285714,30.1428571428571,"Negative","Negative","Negative"
"87",87,-50,34,-50,-50,32,-50,-50,50,-50,29,-20,-45,"Nothing","Nothing",6,21,"Female","Caucasian/White","Senior",91110,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.83333333333333,15.7142857142857,23.5714285714286,34.4285714285714,18.5714285714286,27.1428571428571,26.8571428571429,"Negative","Negative","Negative"
"88",88,30,-35,0,10,25,20,-26,1,-31,20,10,33,"being able to express what i am feeling related to the topic","i didn't want to be out of place 
",4,18,"Female","Caucasian/White","Freshman",92119,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,3.33333333333333,2.57142857142857,25,27.4285714285714,20.8571428571429,32,23.8571428571429,"Positive","Positive","Negative"
"89",89,43,-34,0,0,19,9,-43,31,15,43,29,13,"Seeing what people thought in about these issues in 2018.","Trying to guess other people's views on the issues.",4,19,"Female","Caucasian/White","Sophmore",91482,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.66666666666667,32.2857142857143,16.5714285714286,19.7142857142857,32.2857142857143,23,13.2857142857143,"Positive","Neutral","Negative"
"90",90,-20,32,10,-37,23,-37,-23,26,12,-17,-19,24,"I liked the option to drag the dot based on if we agree or don't.","none",8,18,"Female","Caucasian/White","Freshman",91382,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.33333333333333,5.42857142857143,24.4285714285714,14.1428571428571,8.14285714285714,23.4285714285714,8.14285714285714,"Negative","Negative","Negative"
"91",91,17,27,16,-50,38,-22,-50,11,13,22,-50,-49,"Reading essays from different perspectives","none",2,18,"Female","Caucasian/White","Freshman",92194,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3,23.2857142857143,29.1428571428571,22.1428571428571,32.7142857142857,44.8571428571429,42,"Positive","Negative","Negative"
"92",92,31,-42,32,39,-19,30,0,37,32,20,21,-8,"Relevance: The topics addressed are significant and timely, fostering meaningful discussions.","Complexity of Issues: Some topics, like capital punishment and healthcare, involve nuanced arguments that aren't easily summarized.",2,18,"Female","Caucasian/White","Freshman",91743,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.66666666666667,20.7142857142857,0.714285714285714,9.85714285714286,2.28571428571429,8.85714285714286,4.14285714285714,"Positive","Positive","Neutral"
"93",93,50,50,31,-20,-21,31,-50,26,29,50,-10,11,"It made me think about a lot of different moral issues and where I stand on them. ","There were a lot of repeating questions. ",2,19,"Female","Caucasian/White","Sophmore",91751,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",5,2,35.7142857142857,4.57142857142857,27.4285714285714,48.2857142857143,50,50,"Positive","Negative","Negative"
"94",94,30,-26,33,-50,40,-33,-30,43,17,36,-44,-16,"I like that it gave me insight into my assumptions about the population and 2018 as well as important issues that I believed swayed more with my view.","Taking into consideration the essays, I feel somewhat affected my ideas about certain issues.",4,18,"Male","Caucasian/White","Freshman",92176,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,3.33333333333333,26.1428571428571,42.1428571428571,32.8571428571429,42.2857142857143,46.2857142857143,41.8571428571429,"Positive","Negative","Negative"
"95",95,30,5,45,43,40,-20,-31,34,-11,33,41,-21,"I liked the way the questions were formatted.","The survey felt very repetitive. ",5,18,"Female","Caucasian/White","Freshman",92306,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",5,2,25.8571428571429,34.5714285714286,30.2857142857143,23.7142857142857,25,21.8571428571429,"Positive","Positive","Negative"
"96",96,31,25,17,-15,26,16,-25,43,16,41,25,25,"Made my brain think about certain aspects ","Knowing where I stand on certain things. ",4,19,"Female","Caucasian/White","Freshman",92297,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.5,-8,18.1428571428571,10.2857142857143,6.85714285714286,13.5714285714286,7.28571428571429,"Positive","Negative","Negative"
"97",97,42,20,21,-39,31,8,-9,50,31,30,-40,-10,"Even though, I new most of the topics, the essays had some godo points. ","Measure exactly how the issue felt. ",3,20,"Female","Hispanic/Latino(a)","Junior",92391,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,10.5714285714286,23.7142857142857,12.5714285714286,24.4285714285714,35,1.85714285714286,"Positive","Negative","Negative"
"98",98,44,10,35,10,-44,34,-41,-40,-25,31,31,-42,"I liked how it made me think about my beliefs on things I don't often think about","Understanding why I think things",2,18,"Male","Caucasian/White,Hispanic/Latino(a)","Freshman",92110,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,1.83333333333333,22.2857142857143,21.4285714285714,-14.4285714285714,22.4285714285714,28.7142857142857,27.2857142857143,"Positive","Positive","Negative"
"99",99,-20,31,-37,-41,32,-26,1,-45,42,11,-41,31,"I appreciate that the questions were repeated, and essays were involved to try to alter my ideas. ","I am not very familiar with the ideas of AI and struggle to have a real opinion on the matter. ",7,18,"Female","Caucasian/White","Freshman",92527,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,2.33333333333333,26.2857142857143,49.7142857142857,0.571428571428571,35.7142857142857,49.7142857142857,34,"Negative","Negative","Neutral"
"100",100,11,11,2,-50,12,-50,7,35,6,20,-50,13,"I liked that it gave you different aspects of life to think about it gave you stuff about health care, Death penalty, and AI, which these are on 3 completely different sides of the spectrum.","I just had a hard time seeing the percentage of people that would agree with having capitol punishment in 2024. ",4,18,"Female","African-American/Black","Freshman",91998,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.66666666666667,4,6,0.285714285714286,20.7142857142857,31.8571428571429,5.42857142857143,"Positive","Negative","Positive"
"101",101,20,-10,40,20,30,40,-20,40,-40,30,20,-10,"none","none",4,19,"Male","Caucasian/White","Sophmore",91632,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,3,-7.14285714285714,28.5714285714286,35.7142857142857,19.8571428571429,25.7142857142857,22.8571428571429,"Positive","Positive","Negative"
"102",102,-22,27,27,31,29,-50,-43,30,-18,6,26,8,"very easy","thought process",7,18,"Female","Caucasian/White","Freshman",91929,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.83333333333333,3.83333333333333,5.71428571428571,10.5714285714286,6.85714285714286,10.4285714285714,21.7142857142857,12.2857142857143,"Negative","Positive","Negative"
"103",103,11,-13,20,0,-26,13,-28,31,5,36,22,-16,"I liked that I wasn't fully aware of what the topics were and got to read background about them and then re-answer the questions. ","I was not completely sure of what the topics were so it was hard to figure out what to answer before reading. ",8,19,"Female","Caucasian/White","Sophmore",91954,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.5,14.8571428571429,22.2857142857143,26,24.8571428571429,28.2857142857143,25.2857142857143,"Positive","Neutral","Negative"
"104",104,30,20,20,-30,10,25,0,25,30,35,-21,-5,"The clarity of each question","Moral vs Ethical ",1,18,"Female","Caucasian/White","Freshman",91745,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.83333333333333,27.7142857142857,22.8571428571429,2.14285714285714,29.2857142857143,20.7142857142857,4.28571428571429,"Positive","Negative","Neutral"
