"","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","Post_Int_1_10","Post_Int_2_1","Post_Int_3_1","Post_Int_4_1","Q114_1","Q114_2","Q114_3","Q114_4","Q116_10","Q117_1","Q118_1","Q119_1","Q121_1","Q121_2","Q121_3","Q121_4","High_Like_Free_R","High_Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","Q163_10","Q164_1","Q165_1","Q166_1","Q169_1","Q169_2","Q169_3","Q169_4","Q171_10","Q172_1","Q173_1","Q174_1","Q176_1","Q176_2","Q176_3","Q176_4","Low_Like_Free_R","Low_Hard_Free_R","Pol_Low_1","Age_Low","Gender_Low","Race_Low","School_Low","SILS_1_1","NLINE","SNS_SCORE"
"89","734","86","70","27","100","4","4","4","4","3","5","3","2","3","3","3","3","52","73","30","82","1","2","5","1","90","82","7","100","71","74","13","100","I liked sharing my own opinions as well as learning about others opinions.","Deciding which choices to make and what I truly think about each decision. ","","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",2.99490453055716,3.375
"90","739","84","68","66","100","4","4","5","3","4","4","2","2","3","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","85","60","50","100","3","1","2","1","90","70","20","100","80","60","50","100","I like that i got to see the results after i made my estimation and that i got to compare my idea of what i thought the results would look like to the actual results.","There is a lot of gray areas when it comes to health care and what if questions that you ask yourself.","11","19","2","1","1","3",1.13101881627145,4.125
"91","458","90","50","60","100","4","4","5","4","5","5","2","2","4","1","3","3","","","","","","","","","","","","","","","","","","","","","","","","88","70","50","100","5","3","4","1","70","45","49","100","90","40","60","100","I liked how you brought up the past surgery from 2018 and asked for our reactions. I also like how you made the questions simple and easy to understand.","I didn't have any.","10","18","2","1","1","4",4.1149616734143,3.5
"92","954","73","51","2","100","4","4","4","4","4","4","2","2","3","3","4","3","35","50","60","85","4","4","4","1","70","90","60","93","72","80","2","100","I enjoyed getting the actual statistics back from 2018 because I feel like I was able to actually learn more about society than I thought I already knew.","I felt as though some topics i knew hardly anything about so I had to do with what little knowledge I had on a subject to answer a question","6","18","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.775873118694171,4.875
"93","665","35","20","10","0","4","4","4","3","3","4","3","2","2","2","3","3","","","","","","","","","","","","","","","","","","","","","","","","20","10","10","0","1","2","2","1","70","55","40","100","50","10","10","100","I like how it brought up studies and news I remember hearing years ago.","I misread the question about forced labor and slavery in the start of the exercise. I meant to put it on 100.","","","","","1","1",0.592549103528051,3.75
"94","714","69","100","35","100","4","4","5","4","5","5","1","1","3","3","4","2","89","100","57","100","1","2","5","1","28","100","71","100","31","100","29","100","being able to see what other people thought about ""hot topics"" about our country","trying to estimate what is going on in other people's minds","7","19","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",1.60091906689801,4.625
"95","1438","82","61","8","92","5","5","5","4","5","5","2","3","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","59","59","29","19","5","3","4","1","72","60","19","99","94","93","5","100","I liked thinking and reflecting on what the general public's opinion is at certain times in recent history. News comes and things change so fast, it's good to think about the political landscape and how quickly things can happen.","Remember what certain topics were like in certain years, and what the public's opinion was.","6","19","2","1","2","3",1.4267997686524,4.625
"96","1245","100","95","0","100","4","4","5","5","5","5","2","3","1","1","4","2","81","50","45","100","1","4","5","1","85","80","70","100","100","100","0","100","I liked being able to look back at the big-picture American opinion and guess whether or not it has changed.","I wasn't sure how strongly polarized certain dividing topics (such as the death penalty) would be.","3","18","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.453061924040871,4.75
"97","1182","70","100","75","100","5","4","3","3","4","5","2","2","3","2","3","4","50","90","60","100","3","1","4","1","75","91","75","100","80","100","50","100","I could see the results of Americans and see their outlook on these problems","Finding just the right number on how much I agreed","8","18","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.999884480431849,4.25
"98","1132","0","100","0","100","3","3","2","2","2","4","4","5","4","5","5","3","","","","","","","","","","","","","","","","","","","","","","","","60","50","52","100","4","3","4","1","52","53","36","95","0","93","0","100","It was very interesting to see what peoples' perception was back in 2018.","I didn't have any challenges with the exercise.","9","32","1","1,5","3","3",2.60536167341431,3.625
"99","750","61","44","58","100","4","4","5","4","5","4","2","2","3","4","2","3","70","53","37","93","1","3","5","1","78","83","60","99","69","46","60","100","It was easily understandable","Attempting to estimate what the entire nation believes was kind of difficult.","10","20","2","1,4","2","","","","","","","","","","","","","","","","","","","","","","","","3",0.939338114517062,3.25
"100","884","100","100","14","100","3","5","5","4","5","4","2","1","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","43","33","55","87","3","2","4","1","65","55","32","100","100","100","5","100","One, I think it reminded me of my beliefs and what I feel so passionate about. And two, I think it showed me how difficult it is to have people stray away from traditional beliefs and adapt with society","I struggled guessing what percentage others believed in, but after and seeing the results, it was still really cool to see.","4","18","2","1","1","4",0.909475959128591,4.75
"101","1106","90","42","10","100","4","3","4","2","4","5","1","4","2","1","4","2","40","10","5","0","2","3","4","1","85","90","40","100","90","40","20","100","The discussion of relevant issues and how Americans stand on those issues","I read some of the questions wrong, so some of my answers aren't correct to what I believe ","7","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",4.09029012274275,3.375
"102","372","100","100","22","100","4","4","5","5","2","4","2","5","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","37","39","71","100","1","1","2","1","84","87","6","100","100","100","7","100","I liked predicting the results. ","none ","5","18","2","1,5","1","4",3.74981744103849,3.75
"103","579","90","90","0","100","5","4","5","3","5","5","4","4","3","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","61","35","15","100","2","1","2","1","35","20","35","100","91","81","0","100","I think it was interesting to see what I thought people's thoughts were in 2018 and liked seeing the actual results. ","None","6","18","2","1","1","4",1.19270315532421,4.125
"104","290","85","81","52","100","4","4","4","3","2","4","4","3","3","4","4","3","84","80","51","100","4","3","4","1","82","85","92","100","87","92","81","100","It gave me a chance to think about an issue and then compare my thoughts to the thoughts of others to try and think about how opinions do differ for situations. ","I wish I could've gotten reasoning behind some of the choices or why those percentages were the way they were. Having background would have allowed me to gain a more well rounded opinion. ","7","19","1","6","2","","","","","","","","","","","","","","","","","","","","","","","","3",3.98121393226656,3.5
"105","753","82","100","50","100","3","4","5","2","3","5","2","3","4","3","3","3","60","80","58","100","1","1","4","1","90","99","43","99","100","100","58","100","I like the set up of the survey, it was easy to follow. ","I had trouble comprehending what is was asking me sometimes. ","4","21","2","1","4","","","","","","","","","","","","","","","","","","","","","","","","5",5.62636802262065,3.75
"106","1282","100","100","5","100","1","2","5","2","4","5","2","4","1","1","4","2","","","","","","","","","","","","","","","","","","","","","","","","65","40","45","98","4","1","1","1","45","52","50","97","100","90","10","100","I liked that it gave the results of what the original survey taken in 2018 were, instead of just asking me what I thought they were.","I think it would be good to define ""ethical"" before having participants answer. I don't think everyone has the same personal definition for it. ","5","24","2","1","2","4",0.534490495469443,3.625
"107","191","72","76","76","81","3","3","3","3","3","3","3","4","3","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","74","69","90","80","3","4","3","4","69","67","76","64","57","69","75","69","I learned many different stratagies. ","Some of the vocab was difficult. ","11","18","2","1","1","3",5.76263648865754,4.625
